2450165.335346 17.464865 0.009220
2450165.889926 17.304548 0.013750
2450166.243717 17.578949 0.010690
2450166.424915 17.164169 0.014850
2450166.665872 17.280264 0.008800
2450167.003490 17.442614 0.043510
2450167.330782 17.170233 0.009090
2450167.436755 17.269689 0.020720
2450167.861230 17.556094 0.017160
2450168.169104 17.182483 0.012940
2450168.461366 17.420650 0.038790
2450168.576950 17.437337 0.007420
2450169.071195 17.253156 0.008360
2450169.236391 17.359566 0.011210
2450169.690363 17.248103 0.009470
2450169.949235 17.261148 0.010540
2450170.262263 17.474016 0.020260
2450170.675871 17.236571 0.009740
2450170.817977 17.280029 0.029010
2450171.173865 17.570400 0.007110
2450171.383814 17.170883 0.017410
2450171.759539 17.371185 0.013910
2450172.164114 17.214699 0.023040
2450172.341626 17.279249 0.042490
2450172.516796 17.353940 0.012740
2450172.866394 17.581940 0.018260
2450173.176205 17.498359 0.013900
2450173.512775 17.434849 0.009190
2450173.992771 17.249367 0.010620
2450174.140134 17.338536 0.012790
2450174.511914 17.609378 0.008670
2450174.782526 17.223954 0.010360
2450175.030236 17.348868 0.023900
2450175.356428 17.581278 0.010100
2450175.710019 17.271478 0.007800
2450175.883556 17.415889 0.025890
2450176.174382 17.567226 0.019240
2450176.588542 17.316740 0.007680
2450176.849586 17.445046 0.010060
2450177.126781 17.177862 0.009080
2450177.491137 17.379884 0.011700
2450177.711222 17.472227 0.022260
2450178.205580 17.295996 0.012050
2450178.328927 17.881653 0.008600
2450178.707768 17.389085 0.013190
2450178.910537 17.212717 0.016040
2450179.438165 17.300359 0.010720
2450179.742148 17.234767 0.008530
2450180.049830 17.417785 0.008620
2450180.063437 17.447246 0.021650
2450180.592311 17.231147 0.012930
2450180.882134 17.442014 0.018330
2450180.949597 17.432118 0.014530
2450181.383590 17.211893 0.018920
2450181.795066 17.465338 0.012660
2450182.076634 17.186244 0.022660
2450182.247722 17.234024 0.013240
2450182.539519 17.426522 0.008880
2450182.819643 17.432558 0.020110
2450183.235623 17.343173 0.015540
2450183.303127 17.414017 0.017220
2450183.890880 17.245041 0.008260
2450184.064483 17.366692 0.011930
2450184.442910 17.498644 0.007220
2450184.601478 17.157153 0.013150
2450185.233607 17.573871 0.007570
2450185.272902 17.004353 0.008150
2450185.505242 17.238407 0.011590
2450185.585737 17.244611 0.024690
2450186.186444 17.175347 0.009350
2450186.392887 17.251919 0.007860
2450186.764646 17.490371 0.008860
2450186.999503 17.205935 0.013230
2450187.315274 17.341953 0.012900
2450187.663149 17.610214 0.011580
2450188.040551 17.275806 0.015290
2450188.298060 17.442501 0.015450
2450188.483739 17.593742 0.010170
2450188.821994 17.253732 0.010070
2450189.379119 17.504885 0.011660
2450189.626507 17.232510 0.011100
2450189.797826 17.343230 0.008910
2450190.136448 17.615320 0.014500
2450190.539640 17.273513 0.013650
2450190.701970 17.388053 0.010090
2450191.176422 17.164631 0.009600
2450191.347367 17.294981 0.025980
2450191.644157 17.443448 0.007970
2450191.922832 17.244445 0.009330
2450192.137415 17.248297 0.010690
2450192.463526 17.437157 0.012960
2450192.811930 17.132807 0.016910
2450192.999892 17.267088 0.013230
2450193.484446 17.518937 0.022810
2450193.892110 17.342681 0.012830
2450194.058098 17.432921 0.013670
2450194.375879 17.307159 0.015880
2450194.575410 17.217801 0.022900
2450194.851942 17.392277 0.019300
2450195.225606 17.224319 0.016470
2450195.511958 17.297996 0.010040
2450195.946134 17.569372 0.007710
2450195.980660 17.474044 0.019500
2450196.355208 17.323516 0.008410
2450196.502498 17.425054 0.011060
2450196.885107 17.169257 0.010190
2450197.298465 17.389971 0.007920
2450197.677243 17.252624 0.009050
2450197.834256 17.212043 0.010970
2450198.126120 17.381870 0.018760
2450198.389541 17.614205 0.014220
2450198.747581 17.486327 0.017650
2450199.071422 17.473366 0.020230
2450199.499749 17.220041 0.014500
2450199.580174 17.270625 0.007880
2450199.970212 17.575708 0.029790
2450200.401024 17.285814 0.017480
2450200.617346 17.397776 0.015740
2450200.851045 17.606300 0.009890
2450201.114500 17.210226 0.009930
2450201.425747 17.418444 0.013560
2450201.704223 17.588560 0.017030
2450201.947318 17.222735 0.008850
2450202.626730 17.234795 0.011890
2450202.855515 17.267948 0.008200
2450202.881209 17.283050 0.007390
2450203.323193 17.606996 0.011050
2450203.384031 17.520089 0.044130
2450203.853796 17.410807 0.030490
2450204.189020 17.554076 0.018890
2450204.510405 17.274475 0.010040
2450204.774625 16.640691 0.007800
2450205.265315 17.241510 0.012300
2450205.290083 17.248301 0.009540
2450205.609873 17.436400 0.007170
2450206.131476 17.221640 0.030750
2450206.296704 17.360120 0.012850
2450206.433156 17.432388 0.011080
2450206.703271 17.357334 0.016440
2450207.202357 17.404963 0.008470
2450207.503270 17.456471 0.008410
2450207.901629 17.359044 0.017730
2450208.224889 17.608403 0.027780
2450208.282085 16.905467 0.015710
2450208.759601 17.353755 0.008600
2450209.114655 17.571766 0.009670
2450209.179046 17.376479 0.026920
2450209.467738 17.276966 0.007490
2450209.896218 17.611302 0.008330
2450210.336684 17.325057 0.010490
2450210.392397 17.339341 0.015420
2450210.646616 17.515656 0.010210
2450211.144837 17.302115 0.007560
2450211.377490 17.422188 0.015920
2450211.739757 16.686280 0.008640
2450211.955063 17.293682 0.010170
2450212.301534 17.517773 0.007920
2450212.545540 17.145307 0.010350
2450212.975455 17.444502 0.025030
2450213.075211 17.455688 0.011120
2450213.621203 17.310460 0.009980
2450213.730633 17.374916 0.012000
2450214.152000 17.257381 0.026930
2450214.270713 17.205268 0.013370
2450214.599498 17.398347 0.008570
2450215.196902 17.245742 0.011350
2450215.213231 17.259663 0.013000
2450215.453447 17.412147 0.011600
2450215.900366 17.152614 0.028640
2450216.099159 17.323325 0.008510
2450216.383017 17.468422 0.011420
2450216.990373 17.359287 0.009820
2450217.016229 17.374599 0.008470
2450217.562795 17.176121 0.022210
2450217.745865 17.332482 0.017360
2450218.026230 17.458208 0.011490
2450218.525000 17.282127 0.010830
2450218.532324 17.298738 0.014720
2450218.855445 17.486097 0.010350
2450219.072159 17.304269 0.009470
2450219.733531 17.575388 0.018760
2450219.882318 17.334177 0.010840
2450220.042762 17.217506 0.008800
2450220.412146 17.433478 0.008490
2450220.699066 17.387115 0.016200
2450220.909870 17.224477 0.014190
2450221.316464 17.452781 0.014640
2450221.570899 17.213866 0.009420
2450222.045495 17.451204 0.024240
2450222.322015 17.463650 0.007350
2450222.415373 17.169895 0.011740
2450222.869617 17.438812 0.011420
2450222.957521 17.471557 0.008560
2450223.342368 17.199959 0.015020
2450223.736075 17.436682 0.012130
2450224.031226 17.234510 0.011990
2450224.287462 17.284475 0.012930
2450224.673762 17.555317 0.010070
2450224.819849 17.334156 0.018450
2450225.116147 17.263273 0.019560
2450225.640914 17.364024 0.009830
2450225.691797 17.224217 0.030480
2450226.054350 17.342128 0.025020
2450226.511041 17.198905 0.011060
2450226.616697 17.209051 0.011870
2450226.997204 17.447233 0.015050
2450227.156499 17.582132 0.011070
2450227.580925 17.291497 0.012270
2450227.895299 17.439676 0.022380
2450228.124024 17.304119 0.011900
2450228.488559 17.353580 0.013990
2450228.902101 17.512755 0.028150
2450229.131755 17.245738 0.011620
2450229.350082 17.373641 0.011880
2450229.627526 17.602817 0.022680
2450229.967064 17.251117 0.011200
2450230.390539 17.478961 0.008960
2450230.417712 17.525563 0.009510
2450231.180885 17.471388 0.014230
2450231.291298 17.596884 0.009300
2450231.388098 17.424060 0.007890
2450231.689744 17.280297 0.013180
2450231.886225 17.413089 0.012880
2450232.271136 17.215441 0.013170
2450232.755621 17.416250 0.014700
2450232.857441 17.473696 0.010940
2450233.462999 17.369781 0.009510
2450233.539290 17.423245 0.011930
2450233.932493 17.190198 0.012320
2450234.057545 17.224046 0.009050
2450234.388309 17.445935 0.020790
2450234.869513 17.209443 0.007890
